Image_ID,Original_Prediction,Corrupted_Prediction,Ground_Truth,Confidence,VSPS,TaskConsistency,TaskSuccess,VSQ
59,3,3,6,0.85064834,0.6469435691833496,1,0,0.828907099366188
60,7,7,7,0.9997856,0.7690786123275757,1,1,0.9075885623693467
61,5,5,3,0.7945934,0.5664576292037964,1,0,0.7855017304420472
62,6,6,6,0.999876,0.6960462331771851,1,1,0.8783937007188798
63,3,3,3,0.99667066,0.686150074005127,1,1,0.8737941592931748
64,6,6,6,0.9996809,0.46371039748191833,1,1,0.7854203402996064
65,2,2,2,0.99997175,0.5510603785514832,1,1,0.820418506860733
66,1,1,1,0.84402835,0.5420014262199402,1,1,0.7856062442064286
67,2,2,2,0.9999964,0.6545462608337402,1,1,0.861817792057991
68,5,5,3,0.556303,0.5942359566688538,1,0,0.7489549905061722
69,7,7,7,0.99684626,0.38519179821014404,1,1,0.7534459710121155
70,2,2,2,0.997436,0.5673586130142212,1,1,0.8264306396245957
71,6,6,6,0.99310595,0.6530952453613281,1,1,0.8598592966794968
72,8,8,8,0.99983346,0.3478848934173584,1,1,0.7391206562519074
73,8,8,8,0.9999764,0.7498518824577332,1,1,0.899936032295227
74,0,4,0,0.45510602,0.3992282450199127,0,0,0.25071250051259997
75,2,2,2,0.9999994,0.7234503030776978,1,1,0.8893800050020217
76,9,9,9,1.0,0.607532262802124,1,1,0.8430129081010819
77,3,3,3,0.99961936,0.2970468997955322,1,1,0.7187426328659058
78,7,7,3,0.4514181,0.4848315715789795,1,0,0.6842162534594536
79,8,8,8,0.9997521,0.6091430187225342,1,1,0.843607634305954
80,8,8,8,0.9993001,0.5226349830627441,1,1,0.8089140146970749
81,1,1,1,0.993152,0.4565763473510742,1,1,0.781260946393013
82,1,1,1,1.0,0.6411231160163879,1,1,0.8564492493867875
83,7,7,7,0.99998987,0.5654953122138977,1,1,0.826196101307869
84,2,2,2,0.7667142,0.45257413387298584,1,1,0.7343724966049194
85,5,5,5,0.9796038,0.7747036218643188,1,1,0.9058022141456604
86,2,2,2,0.78592795,0.7554681897163391,1,1,0.8593728750944138
87,7,7,7,0.98429525,0.5215880274772644,1,1,0.8054942578077317
88,8,8,8,0.9997131,0.5823650360107422,1,1,0.8328886479139328
89,9,9,9,1.0,0.644283652305603,1,1,0.8577134639024735
90,0,0,0,0.999665,0.4904891848564148,1,1,0.7961286813020707
91,3,3,3,0.99488294,0.4799236059188843,1,1,0.7909460335969926
92,8,8,8,0.9999856,0.7423293590545654,1,1,0.8969288557767868
93,6,6,6,0.99999845,0.5504920482635498,1,1,0.8201965093612671
94,4,4,4,0.9998381,0.6217390298843384,1,1,0.8486632347106934
95,6,6,6,0.85888267,0.49243053793907166,1,1,0.7687487483024598
96,6,6,6,0.9965521,0.5956289768218994,1,1,0.8375620126724244
97,0,0,0,0.48731917,0.7044873237609863,1,1,0.779258768260479
98,0,0,0,0.9973469,0.7941445112228394,1,1,0.9171271771192551
99,7,7,7,0.9498244,0.9127229452133179,1,1,0.9550540536642075
100,4,4,4,0.99999976,0.4461381733417511,1,1,0.7784552276134491
101,5,5,5,0.9975515,0.527868390083313,1,1,0.8106576621532441
102,6,6,6,0.9999759,0.4988945424556732,1,1,0.7995530068874359
103,3,3,3,0.9999615,0.4997948110103607,1,1,0.7999102234840394
104,1,1,1,0.9999999,0.19906771183013916,1,1,0.6796270579099655
105,1,1,1,0.99999976,0.7980148196220398,1,1,0.9192058861255646
106,3,3,3,0.99540097,0.574863851070404,1,1,0.8290257394313812
107,6,6,6,0.9999982,0.507317304611206,1,1,0.8029265671968461
108,8,8,8,0.9996681,0.47408193349838257,1,1,0.7895664066076279
109,7,7,7,0.99991584,0.6565325260162354,1,1,0.8625961750745774
110,4,4,4,0.99404895,0.3678842782974243,1,1,0.7459634989500046
111,0,0,0,0.8134167,0.3832470774650574,1,1,0.7159821838140488
112,6,6,6,0.9970155,0.5945330858230591,1,1,0.8372163265943527
113,2,2,2,0.99999845,0.4949411153793335,1,1,0.7979761362075806
114,1,1,1,0.9993237,0.6812277436256409,1,1,0.872355842590332
115,3,3,3,0.99929965,0.6394519805908203,1,1,0.8556407243013382
116,0,0,0,0.9504838,0.8736317157745361,1,1,0.9395494520664216
117,4,4,4,0.99882454,0.6516187191009521,1,1,0.8604123950004579
118,6,2,2,0.74396384,0.6580705642700195,0,1,0.4120209991931915
119,7,7,7,0.9505018,0.6135542392730713,1,1,0.8355220526456834
120,8,8,8,0.9999645,0.4438806176185608,1,1,0.7775451421737671
121,3,3,3,0.8938399,0.450195848941803,1,1,0.7588463187217713
122,1,1,1,0.9999665,0.8292492628097534,1,1,0.9316930025815964
123,2,2,2,1.0,0.7893273234367371,1,1,0.9157309323549271
124,8,8,8,0.9913857,0.44968682527542114,1,1,0.7781518757343293
125,2,2,0,0.7773197,0.6069093942642212,1,0,0.7982277065515518
126,8,8,8,0.9993216,0.8318287134170532,1,1,0.9325957983732224
127,3,3,3,0.9966403,0.6418586373329163,1,1,0.8560715198516846
128,5,5,5,0.6230871,0.5583351254463196,1,1,0.7479514703154564
129,2,2,2,0.99990845,0.5700464248657227,1,1,0.8280002593994141
130,4,4,4,0.9999995,0.5158731341362,1,1,0.8063491672277451
131,1,1,1,0.99999976,0.32461434602737427,1,1,0.7298456966876984
132,8,8,8,0.9970674,0.6978706121444702,1,1,0.8785617232322693
133,9,9,9,0.9999964,0.33361807465553284,1,1,0.7334465175867081
134,1,1,1,0.99994993,0.44830453395843506,1,1,0.7793118029832841
135,2,2,2,0.9999802,0.599116861820221,1,1,0.8396427839994431
136,9,9,9,0.9999912,0.2941955327987671,1,1,0.7176764577627183
137,7,7,7,0.9999862,0.7576708793640137,1,1,0.9030655831098557
138,2,2,2,0.9998437,0.651848554611206,1,1,0.86070816218853
139,9,9,9,0.8233139,0.5727850198745728,1,1,0.7937767863273621
140,6,6,6,0.8188655,0.6798896789550781,1,1,0.8357289761304856
141,5,5,5,0.99533033,0.58233642578125,1,1,0.8320006430149078
142,6,6,6,0.99680734,0.6547890901565552,1,1,0.8612771093845368
143,3,3,3,0.7519072,0.5923727750778198,1,1,0.7873305559158326
144,8,8,8,0.9998522,0.4184088110923767,1,1,0.7673339635133744
145,7,7,7,0.98616284,0.42269688844680786,1,1,0.7663113296031953
146,6,6,6,0.9999956,0.5890259146690369,1,1,0.8356094896793366
147,5,5,2,0.7927713,0.7111915946006775,1,0,0.8430308938026428
148,5,5,5,0.898356,0.6855478286743164,1,1,0.8538903445005417
149,2,2,2,0.99961615,0.48750540614128113,1,1,0.794925394654274
150,0,0,8,0.6180009,0.6584140658378601,1,0,0.786965811252594
151,9,9,9,0.9917568,0.5466790199279785,1,1,0.8170229762792588
152,6,6,6,0.9982145,0.44268834590911865,1,1,0.7767182350158692
153,0,0,0,0.9993955,0.6990586519241333,1,1,0.8795025557279588
154,2,2,0,0.98952323,0.7054425477981567,1,0,0.8800816655158996
155,5,5,5,0.9995664,0.6052263379096985,1,1,0.8420038133859635
156,2,2,2,0.9999348,0.5165144205093384,1,1,0.806592732667923
157,9,9,9,0.99999976,0.3530219793319702,1,1,0.7412087500095368
158,3,3,5,0.8848623,0.3948572278022766,1,0,0.734915354847908
159,4,4,4,1.0,0.7326353788375854,1,1,0.8930541545152664
160,2,5,2,0.45184046,0.6246415376663208,0,0,0.34022470712661745
161,1,1,1,0.99969137,0.7670681476593018,1,1,0.9067655414342881
162,5,5,6,0.98607635,0.5047579407691956,1,0,0.7991184502840043
163,6,6,6,0.99825877,0.36475640535354614,1,1,0.7455543249845505
164,8,8,8,0.8365462,0.4864298105239868,1,1,0.7618811637163163
165,4,4,4,0.9973346,0.7062404155731201,1,1,0.8819630950689317
166,8,8,8,0.99196714,0.6809152364730835,1,1,0.8707595288753509
167,4,4,4,0.9995635,0.7294009923934937,1,1,0.8916731089353562
168,5,5,5,0.95624286,0.6726396679878235,1,1,0.8603044480085373
169,0,0,0,0.92698675,0.7509795427322388,1,1,0.8857891738414765
170,9,9,9,0.99999046,0.30505988001823425,1,1,0.7220220476388932
171,9,9,9,0.7010624,0.3798905313014984,1,1,0.692168688774109
172,9,9,9,0.9999927,0.37301796674728394,1,1,0.7492057293653489
173,8,8,8,0.9989146,0.6410322189331055,1,1,0.8561958104372025
174,9,9,9,0.9998492,0.4636988937854767,1,1,0.7854494005441666
175,9,9,9,0.99999976,0.42925286293029785,1,1,0.7717011034488679
176,3,3,3,0.99953616,0.7322052717208862,1,1,0.8927893370389939
177,7,7,7,0.99986684,0.697957456111908,1,1,0.8791563570499421
178,3,3,5,0.6123227,0.2947215735912323,1,0,0.6403531670570374
179,0,0,0,0.9990829,0.6541642546653748,1,1,0.8614822864532471
180,0,0,0,0.9953133,0.7276763916015625,1,1,0.8901332169771194
181,5,5,5,0.997407,0.7222287654876709,1,1,0.8883729189634324
182,2,2,2,0.9999958,0.27854007482528687,1,1,0.7114151984453202
183,2,2,2,0.9899963,0.564586877822876,1,1,0.8238340198993683
184,3,3,3,0.9983931,0.45870664715766907,1,1,0.7831612884998322
185,8,8,8,0.99999833,0.5248355269432068,1,1,0.8099338859319687
186,6,6,6,0.99826235,0.6554329991340637,1,1,0.8618256777524949
187,3,3,3,0.99997914,0.6855610609054565,1,1,0.8742202550172806
188,3,3,4,0.6941347,0.553943395614624,1,0,0.7604043096303941
189,0,0,0,0.7032433,0.6411357522010803,1,1,0.797102963924408
190,5,5,5,0.9998586,0.5000213980674744,1,1,0.7999802798032761
191,8,8,8,0.9335707,0.40604645013809204,1,1,0.7491327226161957
192,0,0,0,0.9828404,0.7413929104804993,1,1,0.8931252509355545
193,1,1,1,0.89504457,0.5608317852020264,1,1,0.803341630101204
194,7,7,7,0.9999999,0.6763266921043396,1,1,0.8705306500196457
195,2,2,2,0.93981487,0.5799117088317871,1,1,0.8199276626110077
196,8,8,8,0.9999732,0.29820629954338074,1,1,0.7192771583795547
197,8,8,8,0.98996747,0.5777568817138672,1,1,0.8290962547063828
198,7,7,7,0.63599616,0.7454208135604858,1,1,0.825367558002472
199,8,8,8,0.99997306,0.4101320505142212,1,1,0.7640474289655685
200,5,5,5,0.7153701,0.6490415334701538,1,1,0.8026906341314316
201,1,1,1,0.8193619,0.6433819532394409,1,1,0.8212251722812653
202,8,8,8,0.99995434,0.6366220116615295,1,1,0.8546396732330322
203,7,7,7,0.9998735,0.5897693634033203,1,1,0.8358824461698533
204,1,1,1,0.9999982,0.6652504205703735,1,1,0.866099813580513
205,3,3,3,0.9999987,0.4791352152824402,1,1,0.7916538208723068
206,0,0,0,0.9653587,0.5199247598648071,1,1,0.801041641831398
207,5,5,5,0.9906504,0.6550666093826294,1,1,0.8601567298173904
208,7,7,7,1.0,0.6895148754119873,1,1,0.8758059531450272
209,9,9,9,0.9999994,0.4930976331233978,1,1,0.7972389370203019
210,7,7,7,0.9999627,0.6776280999183655,1,1,0.8710437774658204
211,4,4,4,0.9999945,0.4979231357574463,1,1,0.7991681545972824
212,5,5,5,0.99792707,0.35363301634788513,1,1,0.7410386294126511
213,9,9,9,0.8076233,0.7010533213615417,1,1,0.8419459968805314
214,8,8,8,0.69396806,0.4851981997489929,1,1,0.7328728973865509
215,0,0,0,0.8960216,0.7910110950469971,1,1,0.8956087678670883
216,7,7,7,1.0,0.428865522146225,1,1,0.7715462118387223
217,9,9,9,0.9999387,0.6927611827850342,1,1,0.8770922273397446
218,8,8,8,0.9547049,0.7426149845123291,1,1,0.8879869699478149
219,2,2,2,0.9999999,0.5880150198936462,1,1,0.8352059811353684
220,7,7,7,0.99708325,0.6904193162918091,1,1,0.8755843788385391
221,3,3,6,0.72632885,0.49712347984313965,1,0,0.7441151648759843
222,9,9,9,0.99995136,0.45598918199539185,1,1,0.7823859453201294
223,4,4,4,0.9966479,0.5971512794494629,1,1,0.838190096616745
224,4,4,3,0.6106062,0.595298707485199,1,0,0.7602407202124596
225,9,9,9,0.9830819,0.6770807504653931,1,1,0.8674486815929413
226,4,3,6,0.43193188,0.6109015941619873,0,0,0.3307470127940178
227,4,4,4,1.0,0.4517795443534851,1,1,0.7807118207216264
228,7,7,7,0.60235846,0.8226834535598755,1,1,0.8495450749993325
229,4,5,6,0.39157143,0.5038111209869385,0,0,0.27983873784542085
230,5,5,5,0.9994684,0.7009078860282898,1,1,0.8802568376064301
231,1,1,1,0.99999833,0.59681636095047,1,1,0.838726219534874
232,7,7,5,0.7862448,0.6125800609588623,1,0,0.8022809833288194
233,8,8,8,0.6610799,0.6308822631835938,1,1,0.7845688819885255
234,8,8,8,0.9967045,0.4514293074607849,1,1,0.7799126327037812
235,0,0,0,1.0,0.6683031916618347,1,1,0.8673212796449661
236,4,4,4,1.0,0.4732133746147156,1,1,0.7892853528261186
237,0,0,0,0.34629762,0.5808602571487427,1,1,0.7016036272048951
238,5,5,5,0.9915957,0.7697352170944214,1,1,0.9062132239341736
239,5,5,5,0.9722281,0.567411482334137,1,1,0.8214102178812027
240,1,1,1,1.0,0.46094632148742676,1,1,0.784378531575203
241,1,1,1,0.99971014,0.5079978704452515,1,1,0.8031411856412888
242,8,8,8,0.97158605,0.7684465050697327,1,1,0.9016958087682725
243,9,9,9,0.9999988,0.5173301696777344,1,1,0.8069318324327469
244,0,0,0,0.9993781,0.7520423531532288,1,1,0.9006925642490388
245,3,3,3,0.9999043,0.625361979007721,1,1,0.8501256465911866
246,1,1,1,0.9999918,0.4856715202331543,1,1,0.7942669719457627
247,9,9,9,0.7536515,0.5086597204208374,1,1,0.7541941851377487
248,2,2,2,0.9584551,0.6453456878662109,1,1,0.84982930123806
249,2,2,2,0.9963301,0.6362807750701904,1,1,0.8537783265113831
250,5,5,5,0.5479916,0.5648994445800781,1,1,0.7355580940842629
251,3,3,3,0.98459494,0.5855119228363037,1,1,0.8311237633228302
252,9,9,9,0.99999964,0.42742058634757996,1,1,0.7709681630134583
253,9,9,9,0.9998591,0.349526047706604,1,1,0.7397822439670563
254,4,4,4,0.9812259,0.621526837348938,1,1,0.8448559135198593
255,0,0,0,0.846923,0.6982267498970032,1,1,0.8486752986907959
256,3,3,3,0.9993482,0.3403720259666443,1,1,0.7360184580087662
257,0,0,0,0.9999958,0.4353178143501282,1,1,0.7741262942552567
258,0,0,0,0.9692569,0.42020678520202637,1,1,0.761934095621109
259,9,9,9,0.998703,0.40888020396232605,1,1,0.7632926851511002
260,8,8,8,0.99999166,0.4585990607738495,1,1,0.7834379583597184
261,1,1,1,0.9635536,0.504246711730957,1,1,0.7944094121456147
262,5,5,5,0.99413484,0.663608193397522,1,1,0.8642702460289002
263,7,7,7,0.99996877,0.7832165956497192,1,1,0.9132803976535797
264,0,0,0,0.9221844,0.6505138278007507,1,1,0.8446424186229706
265,8,8,8,0.8989449,0.7673885822296143,1,1,0.886744424700737
266,2,2,2,0.98498255,0.6330500245094299,1,1,0.850216519832611
267,4,4,4,1.0,0.6669538617134094,1,1,0.866781547665596
268,7,7,7,0.9999999,0.7539421319961548,1,1,0.9015768259763718
269,0,0,0,0.8095571,0.6725523471832275,1,1,0.8309323519468308
270,2,2,2,0.9999187,0.5659745931625366,1,1,0.8263735830783845
271,3,3,3,0.99790764,0.7231675386428833,1,1,0.8888485491275788
272,6,6,6,0.9806985,0.3352150619029999,1,1,0.7302257329225541
273,3,3,3,0.7166732,0.6878507733345032,1,1,0.8184749513864518
274,8,8,8,0.99992454,0.5309573411941528,1,1,0.812367844581604
275,3,3,5,0.8530848,0.673292875289917,1,0,0.8399341195821762
276,0,0,0,0.9998938,0.6828775405883789,1,1,0.8731297701597214
277,7,7,3,0.47216323,0.6500571966171265,1,0,0.7544555231928826
278,4,4,4,0.9997924,0.6196485161781311,1,1,0.8478178948163987
279,3,3,3,0.98403823,0.8120909333229065,1,1,0.9216440260410309
280,9,9,9,0.9999987,0.7301988005638123,1,1,0.8920792549848557
281,0,0,0,0.8183139,0.7762739062309265,1,1,0.8741723388433457
282,6,6,6,0.9998971,0.4560539722442627,1,1,0.7824010133743287
283,1,1,1,0.9999976,0.5571726560592651,1,1,0.8228685885667801
284,0,0,0,0.9874408,0.5148146152496338,1,1,0.8034140199422837
285,9,9,9,1.0,0.3358967900276184,1,1,0.7343587189912797
286,1,1,1,0.99666494,0.44718387722969055,1,1,0.7782065480947495
287,0,0,0,0.8964676,0.8363770246505737,1,1,0.9138443380594254
288,7,7,7,0.99996865,0.6451719999313354,1,1,0.8580625295639038
289,9,9,9,0.99996436,0.28819072246551514,1,1,0.7152691692113877
290,1,1,1,0.9983291,0.40199410915374756,1,1,0.7604634732007981
291,2,2,2,0.99999833,0.7175338864326477,1,1,0.8870132297277451
292,6,6,6,0.9984432,0.4727567434310913,1,1,0.7887913405895234
293,9,9,9,0.9943456,0.5172792673110962,1,1,0.8057808309793473
294,3,3,3,0.9997478,0.4061458706855774,1,1,0.7624079108238221
295,4,4,4,0.9999764,0.5791803002357483,1,1,0.8316673994064332
296,6,6,6,1.0,0.5616894960403442,1,1,0.82467580139637
297,0,0,0,0.9995466,0.7371047139167786,1,1,0.8947512000799179
298,0,0,0,0.9974717,0.5545451641082764,1,1,0.8213124126195908
299,6,6,6,0.9998834,0.6360547542572021,1,1,0.8543985843658448
300,6,6,6,0.9999924,0.4872724413871765,1,1,0.7949074596166611
301,6,6,6,0.99999106,0.6361138820648193,1,1,0.8544437676668167
302,3,3,3,0.998281,0.5170221328735352,1,1,0.8064650565385819
303,2,2,2,0.99196965,0.43512290716171265,1,1,0.772443088889122
304,6,6,6,0.9999901,0.6568748950958252,1,1,0.8627479791641235
305,1,1,1,0.9999473,0.7645111083984375,1,1,0.9057939112186433
306,8,8,8,0.97540027,0.33746999502182007,1,1,0.7300680547952653
307,2,2,2,0.9892135,0.6829252243041992,1,1,0.8710127919912338
308,9,9,1,0.9991934,0.6663474440574646,1,0,0.8663776606321335
309,4,4,6,0.9197189,0.6265109777450562,1,0,0.8345481842756272
310,8,8,8,0.99237,0.7883931398391724,1,1,0.9138312608003617
311,6,6,6,0.99997246,0.4593004882335663,1,1,0.7837146848440171
312,0,8,8,0.6052352,0.6422548294067383,0,1,0.3779489740729332
313,0,0,0,0.54414845,0.5352076292037964,1,1,0.7229127436876297
314,4,4,4,0.9706472,0.4827723801136017,1,1,0.7872384041547775
315,0,0,0,0.9436225,0.6375092267990112,1,1,0.843728193640709
316,7,7,7,0.99909925,0.4807165563106537,1,1,0.7921064704656602
317,7,7,7,0.99994016,0.6910631060600281,1,1,0.8764132797718048
318,5,5,5,0.9937603,0.733542799949646,1,1,0.8921691805124283
319,5,5,5,0.99987686,0.48551851511001587,1,1,0.7941827774047852
320,3,3,3,0.99966574,0.43997877836227417,1,1,0.7759246677160263
321,5,5,5,0.9998746,0.4376515746116638,1,1,0.7750355541706085
322,2,2,2,0.99898046,0.4757802486419678,1,1,0.7901081949472428
323,3,3,3,0.98224247,0.7232093811035156,1,1,0.8857322424650192
324,4,4,4,0.9905454,0.47998735308647156,1,1,0.790104016661644
325,1,1,1,0.99829537,0.38638201355934143,1,1,0.7542118847370148
326,7,7,7,0.99415624,0.7732465267181396,1,1,0.9081298559904099
327,5,5,5,0.9999801,0.5371915102005005,1,1,0.8148726284503938
328,4,4,4,0.9999281,0.6463814377784729,1,1,0.8585381984710694
329,6,6,6,0.9943573,0.7461497187614441,1,1,0.8973313510417938
330,1,1,1,0.9999877,0.5047799348831177,1,1,0.8019095182418824
331,9,9,9,0.9999782,0.39854735136032104,1,1,0.7594145774841309
332,3,3,3,0.94053227,0.4501645565032959,1,1,0.7681722849607469
333,6,6,6,0.99999976,0.4714658856391907,1,1,0.788586312532425
334,6,6,6,0.9999994,0.5965206623077393,1,1,0.8386081486940384
335,9,9,9,0.99999917,0.7688077688217163,1,1,0.9075229465961456
336,3,3,3,1.0,0.7829145193099976,1,1,0.9131658107042313
337,8,8,8,0.9483856,0.5375351905822754,1,1,0.8046911954879761
338,0,0,0,0.8899199,0.6286038160324097,1,1,0.829425510764122
339,7,7,7,0.99963987,0.3801550567150116,1,1,0.7519899934530259
340,2,2,2,0.9493145,0.4944179058074951,1,1,0.7876300543546677
341,6,6,6,0.99268264,0.6737974882125854,1,1,0.8680555254220963
342,2,2,2,0.75718087,0.6368128061294556,1,1,0.8061613023281098
343,5,5,5,0.99827945,0.5405296683311462,1,1,0.8158677577972413
344,8,8,8,0.89644724,0.6287071108818054,1,1,0.8307722896337509
345,5,5,5,0.5542371,0.7208603620529175,1,1,0.7991915732622147
346,4,4,4,0.999977,0.478211373090744,1,1,0.791279947757721
347,6,6,6,0.9987344,0.44443926215171814,1,1,0.7775225967168808
348,8,8,8,0.99879175,0.6922894716262817,1,1,0.8766741394996643
349,9,9,9,0.9999958,0.665867805480957,1,1,0.8663462907075883
350,9,9,9,0.9999831,0.4669237434864044,1,1,0.7867661178112031
351,1,1,1,0.9996344,0.41113489866256714,1,1,0.7643808424472809
352,0,0,0,0.9844205,0.4348559081554413,1,1,0.7708264589309692
353,2,2,2,0.9999839,0.5547695159912109,1,1,0.8219045907258988
354,2,2,2,0.7302864,0.4973698854446411,1,1,0.7450052469968796
355,2,2,7,0.48589924,0.4328388273715973,1,0,0.6703153833746911
356,6,6,3,0.62552947,0.5999980568885803,1,0,0.7651051253080369
357,2,2,2,0.95729154,0.7305188775062561,1,1,0.8836658656597138
358,8,8,8,0.9980021,0.6553837060928345,1,1,0.861753910779953
359,0,0,0,0.9993331,0.6526919603347778,1,1,0.8609434068202972
360,9,9,9,0.9999989,0.6316574215888977,1,1,0.8526627629995347
361,5,5,5,0.9796286,0.7014384865760803,1,1,0.8765011221170426
362,8,8,8,0.9999993,0.7317649126052856,1,1,0.8927058190107346
363,1,1,1,0.9816288,0.7092145681381226,1,1,0.8800115913152695
364,9,9,9,0.9999782,0.5127863883972168,1,1,0.8051101922988892
365,4,4,4,0.9905419,0.7730659246444702,1,1,0.9073347449302673
366,1,1,1,0.9990189,0.5097918510437012,1,1,0.8037205249071122
367,3,3,3,0.9231417,0.6382004022598267,1,1,0.8399085134267807
368,4,4,8,0.77487546,0.647871732711792,1,0,0.8141237944364548
369,1,1,1,0.99997246,0.49362480640411377,1,1,0.797444412112236
370,4,4,4,0.854067,0.798438310623169,1,1,0.8901887357234956
371,7,7,7,0.9999999,0.8325377702713013,1,1,0.9330150812864304
372,9,9,9,0.99994993,0.34755849838256836,1,1,0.7390133887529373
373,4,4,4,0.7040292,0.6676820516586304,1,1,0.8078786611557007
374,2,2,2,0.9993332,0.5247900485992432,1,1,0.8097826570272446
375,7,7,7,0.99922097,0.6179242134094238,1,1,0.847013881802559
376,0,0,0,0.8063178,0.6369271278381348,1,1,0.8160344213247299
377,7,7,7,0.9999187,0.42988699674606323,1,1,0.7719385445117951
378,8,8,0,0.5927783,0.700373649597168,1,0,0.7987051248550415
379,6,6,6,0.9997985,0.43067681789398193,1,1,0.7722304224967957
380,6,6,6,0.9966402,0.6571347713470459,1,1,0.8621819585561752
381,9,9,9,0.87008864,0.21640220284461975,1,1,0.6605786085128784
382,0,0,0,0.92244875,0.6988585591316223,1,1,0.864033180475235
383,9,9,9,0.999701,0.5353813171386719,1,1,0.8140927314758302
384,5,5,2,0.7291672,0.5955079793930054,1,0,0.7840366393327713
385,8,8,8,0.962917,0.8297543525695801,1,1,0.9244851380586625
386,7,7,7,0.9999715,0.6882385611534119,1,1,0.8752897351980209
387,2,2,2,0.8156705,0.734131932258606,1,1,0.8567868709564209
388,2,2,2,0.99996567,0.5984034538269043,1,1,0.8393545150756836
